id,date,location,month,year,month(no),time,OSGridRef,latitude ,longitude,Nation,Notes
5286,19,Brunswick Village,july,1323,7,19-7-1323,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5287,20,Brunswick Village,july,1323,7,20-7-1323,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5288,21,Brunswick Village,july,1323,7,21-7-1323,NZ2322872671,55.048,-1.638,England,Appears as Brustwyk
5289,22,East Cowick,july,1323,7,22-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5290,23,Faxfleet,july,1323,7,23-7-1323,SE8636524165,53.706778,-0.693107,England,Appears as Faxflete
5291,24,East Cowick,july,1323,7,24-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5292,25,East Cowick,july,1323,7,25-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5293,26,East Cowick,july,1323,7,26-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5294,27,East Cowick,july,1323,7,27-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5295,28,East Cowick,july,1323,7,28-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5296,29,East Cowick,july,1323,7,29-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5297,30,East Cowick,july,1323,7,30-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5298,31,East Cowick,july,1323,7,31-7-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5299,1,Pickering,august,1323,8,1-8-1323,SE7986183825,54.2439,-0.776,England,
5300,2,East Cowick,august,1323,8,2-8-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5301,3,East Cowick,august,1323,8,3-8-1323,SE6638021380,53.684669,-0.996402,England,Appears as Cowyk
5302,4,Escrick,august,1323,8,4-8-1323,SE6340742852,53.878,-1.037,England,
5303,5,Escrick,august,1323,8,5-8-1323,SE6340742852,53.878,-1.037,England,
5304,6,Kirkham,august,1323,8,6-8-1323,SD4277132093,53.782,-2.87,England,
5305,7,Pickering,august,1323,8,7-8-1323,SE7986183825,54.2439,-0.776,England,
5306,8,Pickering,august,1323,8,8-8-1323,SE7986183825,54.2439,-0.776,England,
5307,9,Pickering,august,1323,8,9-8-1323,SE7986183825,54.2439,-0.776,England,
5308,10,Pickering,august,1323,8,10-8-1323,SE7986183825,54.2439,-0.776,England,
5309,11,Pickering,august,1323,8,11-8-1323,SE7986183825,54.2439,-0.776,England,
5310,12,Pickering,august,1323,8,12-8-1323,SE7986183825,54.2439,-0.776,England,
5311,13,Pickering,august,1323,8,13-8-1323,SE7986183825,54.2439,-0.776,England,
5312,14,Pickering,august,1323,8,14-8-1323,SE7986183825,54.2439,-0.776,England,
5313,15,Pickering,august,1323,8,15-8-1323,SE7986183825,54.2439,-0.776,England,
5314,16,Pickering,august,1323,8,16-8-1323,SE7986183825,54.2439,-0.776,England,
5315,17,Pickering,august,1323,8,17-8-1323,SE7986183825,54.2439,-0.776,England,
5316,18,Pickering,august,1323,8,18-8-1323,SE7986183825,54.2439,-0.776,England,
5317,19,Pickering,august,1323,8,19-8-1323,SE7986183825,54.2439,-0.776,England,
5318,20,Pickering,august,1323,8,20-8-1323,SE7986183825,54.2439,-0.776,England,
5319,21,Pickering,august,1323,8,21-8-1323,SE7986183825,54.2439,-0.776,England,
5320,22,Pickering,august,1323,8,22-8-1323,SE7986183825,54.2439,-0.776,England,
5321,22,Egerton,august,1323,8,22-8-1323,SD7109314460,53.625869,-2.4385464,England,Appears as Eggeton
5322,23,Pickering,august,1323,8,23-8-1323,SE7986183825,54.2439,-0.776,England,
5323,24,Egerton,august,1323,8,24-8-1323,SD7109314460,53.625869,-2.4385464,England,Appears as Eggeton
5324,25,Danby,august,1323,8,25-8-1323,NZ7076408584,54.4677,-0.9097,England,Appears as Daneby
5325,26,Danby,august,1323,8,26-8-1323,NZ7076408584,54.4677,-0.9097,England,Appears as Daneby
5326,27,Danby,august,1323,8,27-8-1323,NZ7076408584,54.4677,-0.9097,England,Appears as Daneby
5327,28,Greenhow,august,1323,8,28-8-1323,SE1122363798,54.07,-1.83,England,
5328,29,Greenhow,august,1323,8,29-8-1323,SE1122363798,54.07,-1.83,England,
5329,30,Greenhow,august,1323,8,30-8-1323,SE1122363798,54.07,-1.83,England,
5330,31,Laskill,august,1323,8,31-8-1323,SE5625090610,54.308,-1.137,England,Appears as Lascales
5331,31,Greenhow,august,1323,8,31-8-1323,SE1122363798,54.07,-1.83,England,
5332,1,Laskill,september,1323,9,1-9-1323,SE5625090610,54.308,-1.137,England,Appears as Lascales
5333,1,Greenhow,august,1323,8,1-8-1323,SE1122363798,54.07,-1.83,England,
5334,2,Greenhow,september,1323,9,2-9-1323,SE1122363798,54.07,-1.83,England,Appears as Grenhow
5335,4,Darlington,september,1323,9,4-9-1323,NZ2905414727,54.527,-1.5526,England,
5336,5,Barnards Castle,september,1323,9,5-9-1323,NZ0527317197,54.55,-1.92,England,
5337,6,Barnards Castle,september,1323,9,6-9-1323,NZ0527317197,54.55,-1.92,England,
5338,7,Barnards Castle,september,1323,9,7-9-1323,NZ0527317197,54.55,-1.92,England,
5339,8,Barnards Castle,september,1323,9,8-9-1323,NZ0527317197,54.55,-1.92,England,
5340,9,Barnards Castle,september,1323,9,9-9-1323,NZ0527317197,54.55,-1.92,England,
5341,10,Barnards Castle,september,1323,9,10-9-1323,NZ0527317197,54.55,-1.92,England,
5342,11,Barnards Castle,september,1323,9,11-9-1323,NZ0527317197,54.55,-1.92,England,
5343,12,Barnards Castle,september,1323,9,12-9-1323,NZ0527317197,54.55,-1.92,England,
5344,15,Barnards Castle,september,1323,9,15-9-1323,NZ0527317197,54.55,-1.92,England,
5345,16,Richmond,september,1323,9,16-9-1323,TQ1814274371,51.456,-0.301,England,
5346,17,Jervaulx,september,1323,9,17-9-1323,SE1715985730,54.266944,-1.738056,England,Appears as Jerovall
5347,17,Jervaulx,september,1323,9,17-9-1323,SE1715985730,54.266944,-1.738056,England,Appears as Gervaux
5348,20,Kirkby Malzeard,september,1323,9,20-9-1323,SE2308874329,54.16425,-1.64789,England,Appears as Kirkby Maleserd
5349,21,Kirkby Malzeard,september,1323,9,21-9-1323,SE2308874329,54.16425,-1.64789,England,Appears as Kirkby Malsart
5350,22,Kirkby Malzeard,september,1323,9,22-9-1323,SE2308874329,54.16425,-1.64789,England,Appears as Kirkby Malesart
5351,23,Haverah Park,september,1323,9,23-9-1323,SE2435754947,53.99,-1.63,England,Appears as Haywra
5352,23,Ramsgill,september,1323,9,23-9-1323,SE1195071121,54.1358,-1.8186,England,Appears as Rammeogil
5353,24,Beverley,september,1323,9,24-9-1323,TA0358939898,53.845,-0.427,England,Appears as Beverle in Nidderdale
5354,24,Dacre,september,1323,9,24-9-1323,SE1921760852,54.043286,-1.70803,England,
5355,25,Haverah Park,september,1323,9,25-9-1323,SE2435754947,53.99,-1.63,England,Appears as Haywra
5356,26,Haverah Park,september,1323,9,26-9-1323,SE2435754947,53.99,-1.63,England,Appears as Haywra
5357,27,Skergill,september,1323,9,27-9-1323,NZ0509910660,54.49125,-1.92279,England,Appears as Skergill
5358,27,Haverah Park,september,1323,9,27-9-1323,SE2435754947,53.99,-1.63,England,Appears as Haywra
5359,29,Skipton in Craven,september,1323,9,29-9-1323,SD9902851827,53.962529,-2.016305,England,
5360,30,Skipton in Craven,september,1323,9,30-9-1323,SD9902851827,53.962529,-2.016305,England,
5361,1,Skipton in Craven,october,1323,10,1-10-1323,SD9902851827,53.962529,-2.016305,England,
5362,2,Skipton in Craven,october,1323,10,2-10-1323,SD9902851827,53.962529,-2.016305,England,
5363,3,Colne,october,1323,10,3-10-1323,SD8854739922,53.8554,-2.1756,England,Appears as Colme
5364,4,Ightenhill,october,1323,10,4-10-1323,SD8218434224,53.804,-2.272,England,Appears as Heghtenhull
5365,5,Ightenhill,october,1323,10,5-10-1323,SD8218434224,53.804,-2.272,England,Appears as Heghtenhull
5366,6,Ightenhill,october,1323,10,6-10-1323,SD8218434224,53.804,-2.272,England,Appears as Heghtenhull
5367,7,Ightenhill,october,1323,10,7-10-1323,SD8218434224,53.804,-2.272,England,Appears as Ightenhull
5368,8,Ightenhill,october,1323,10,8-10-1323,SD8218434224,53.804,-2.272,England,Appears as Ightenhull
5369,9,Ightenhill,october,1323,10,9-10-1323,SD8218434224,53.804,-2.272,England,Appears as Ightenhull
5370,10,Ightenhill,october,1323,10,10-10-1323,SD8218434224,53.804,-2.272,England,Appears as Ightenhull
5371,11,Blackburn,october,1323,10,11-10-1323,SD6831128067,53.748,-2.482,England,Appears as Blackbourn
5372,12,Blackburn,october,1323,10,12-10-1323,SD6831128067,53.748,-2.482,England,Appears as Blackbourn
5373,13,Ightenhill,october,1323,10,13-10-1323,SD8218434224,53.804,-2.272,England,Appears as Heytenhull
5374,15,Up Holland,october,1323,10,15-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5375,17,Up Holland,october,1323,10,17-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5376,18,Up Holland,october,1323,10,18-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5377,19,Up Holland,october,1323,10,19-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5378,20,Up Holland,october,1323,10,20-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5379,21,Up Holland,october,1323,10,21-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5380,22,Up Holland,october,1323,10,22-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5381,24,Liverpool,october,1323,10,24-10-1323,SJ3471689692,53.4,-2.983333,England,
5382,25,Up Holland,october,1323,10,25-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5383,26,Liverpool,october,1323,10,26-10-1323,SJ3471689692,53.4,-2.983333,England,
5384,28,Up Holland,october,1323,10,28-10-1323,SD5185305175,53.541,-2.728,England,Appears as Holand
5385,28,Liverpool,october,1323,10,28-10-1323,SJ3471689692,53.4,-2.983333,England,
5386,30,Ince,october,1323,10,30-10-1323,SJ4502576432,53.282,-2.826,England,Appears as Inse (Ince)
5387,1,Halton,november,1323,11,1-11-1323,SJ5203083366,53.345,-2.722,England,
5388,2,Halton,november,1323,11,2-11-1323,SJ5203083366,53.345,-2.722,England,
5389,3,Halton,november,1323,11,3-11-1323,SJ5203083366,53.345,-2.722,England,
5390,4,Ince,november,1323,11,4-11-1323,SJ4502576432,53.282,-2.826,England,Inse (Ince)
5391,5,Ince,november,1323,11,5-11-1323,SJ4502576432,53.282,-2.826,England,Appears as Inse
5392,6,Ince,november,1323,11,6-11-1323,SJ4502576432,53.282,-2.826,England,Appears as Inse
5393,7,Langford,november,1323,11,7-11-1323,TL1844040796,52.0529,-0.2741,England,
5394,8,Nottingham,november,1323,11,8-11-1323,SK5700040000,52.954357,-1.1530111,England,
5395,8,Croxden,november,1323,11,8-11-1323,SK0681639184,52.95,-1.9,England,
5396,9,Dale,november,1323,11,9-11-1323,SK4364138820,52.945,-1.352,England,
5397,9,Nottingham,november,1323,11,9-11-1323,SK5700040000,52.954357,-1.1530111,England,
5398,10,Nottingham,november,1323,11,10-11-1323,SK5700040000,52.954357,-1.1530111,England,
5399,11,Nottingham,november,1323,11,11-11-1323,SK5700040000,52.954357,-1.1530111,England,
5400,12,Nottingham,november,1323,11,12-11-1323,SK5700040000,52.954357,-1.1530111,England,
5401,13,Nottingham,november,1323,11,13-11-1323,SK5700040000,52.954357,-1.1530111,England,
5402,14,Nottingham,november,1323,11,14-11-1323,SK5700040000,52.954357,-1.1530111,England,
5403,15,Nottingham,november,1323,11,15-11-1323,SK5700040000,52.954357,-1.1530111,England,
5404,16,Nottingham,november,1323,11,16-11-1323,SK5700040000,52.954357,-1.1530111,England,
5405,17,Nottingham,november,1323,11,17-11-1323,SK5700040000,52.954357,-1.1530111,England,
5406,18,Nottingham,november,1323,11,18-11-1323,SK5700040000,52.954357,-1.1530111,England,
5407,1,Ravensdale,december,1323,12,1-12-1323,SK2755243819,52.991,-1.591,England,
5408,3,Ravensdale,december,1323,12,3-12-1323,SK2755243819,52.991,-1.591,England,
5409,5,Ravensdale,december,1323,12,5-12-1323,SK2755243819,52.991,-1.591,England,
5410,6,Ravensdale,december,1323,12,6-12-1323,SK2755243819,52.991,-1.591,England,
5411,7,Ravensdale,december,1323,12,7-12-1323,SK2755243819,52.991,-1.591,England,
5412,7,Bearpark,december,1323,12,7-12-1323,NZ2389543098,54.782222,-1.63,England,Appears as Beaurepair
5413,8,Ravensdale,december,1323,12,8-12-1323,SK2755243819,52.991,-1.591,England,
5414,10,Ravensdale,december,1323,12,10-12-1323,SK2755243819,52.991,-1.591,England,
5415,11,Ravensdale,december,1323,12,11-12-1323,SK2755243819,52.991,-1.591,England,
5416,12,Ravensdale,december,1323,12,12-12-1323,SK2755243819,52.991,-1.591,England,
5417,13,Ravensdale,december,1323,12,13-12-1323,SK2755243819,52.991,-1.591,England,
5418,14,Ravensdale,december,1323,12,14-12-1323,SK2755243819,52.991,-1.591,England,
5419,15,Ravensdale,december,1323,12,15-12-1323,SK2755243819,52.991,-1.591,England,
5420,16,Ravensdale,december,1323,12,16-12-1323,SK2755243819,52.991,-1.591,England,
5421,17,Tutbury,december,1323,12,17-12-1323,SK2124128547,52.854,-1.686,England,
5422,18,Ravensdale,december,1323,12,18-12-1323,SK2755243819,52.991,-1.591,England,
5423,19,Tutbury,december,1323,12,19-12-1323,SK2124128547,52.854,-1.686,England,
5424,20,Ravensdale,december,1323,12,20-12-1323,SK2755243819,52.991,-1.591,England,
5425,23,Kenilworth,december,1323,12,23-12-1323,SP2794172163,52.346833,-1.5912539,England,
5426,24,Kenilworth,december,1323,12,24-12-1323,SP2794172163,52.346833,-1.5912539,England,
5427,25,Kenilworth,december,1323,12,25-12-1323,SP2794172163,52.346833,-1.5912539,England,
5428,26,Kenilworth,december,1323,12,26-12-1323,SP2794172163,52.346833,-1.5912539,England,
5429,27,Kenilworth,december,1323,12,27-12-1323,SP2794172163,52.346833,-1.5912539,England,
5430,28,Kenilworth,december,1323,12,28-12-1323,SP2794172163,52.346833,-1.5912539,England,
5431,30,Kenilworth,december,1323,12,30-12-1323,SP2794172163,52.346833,-1.5912539,England,
5432,31,Kenilworth,december,1323,12,31-12-1323,SP2794172163,52.346833,-1.5912539,England,
5433,1,Kenilworth,january,1323,1,1-1-1323,SP2794172163,52.346833,-1.5912539,England,
5434,2,Kenilworth,january,1324,1,2-1-1324,SP2794172163,52.346833,-1.5912539,England,
5435,3,Kenilworth,january,1324,1,3-1-1324,SP2794172163,52.346833,-1.5912539,England,
5436,4,Henley,january,1324,1,4-1-1324,SU7653082475,51.536,-0.898,England,Appears as Henle
5437,5,Henley,january,1324,1,5-1-1324,SU7653082475,51.536,-0.898,England,
5438,6,Henley,january,1324,1,6-1-1324,SU7653082475,51.536,-0.898,England,
5439,7,Feckenham,january,1324,1,7-1-1324,SP0083161317,52.250033,-1.989251,England,
5440,7,Henley,january,1324,1,7-1-1324,SU7653082475,51.536,-0.898,England,Appears as Henle
5441,9,Henley,january,1324,1,9-1-1324,SU7653082475,51.536,-0.898,England,Appears as Henle
5442,9,Worcester,january,1324,1,9-1-1324,SO8505854885,52.192,-2.22,England,
5443,10,Worcester,january,1324,1,10-1-1324,SO8505854885,52.192,-2.22,England,
5444,11,Worcester,january,1324,1,11-1-1324,SO8505854885,52.192,-2.22,England,
5445,12,Worcester,january,1324,1,12-1-1324,SO8505854885,52.192,-2.22,England,
5446,15,Worcester,january,1324,1,15-1-1324,SO8505854885,52.192,-2.22,England,
5447,15,Tewkesbury,january,1324,1,15-1-1324,SO8911032406,51.99,-2.16,England,
5448,16,Tewkesbury,january,1324,1,16-1-1324,SO8911032406,51.99,-2.16,England,
5449,18,Gloucester,january,1324,1,18-1-1324,SO8320018600,51.865722,-2.2453868,England,
5450,19,Gloucester,january,1324,1,19-1-1324,SO8320018600,51.865722,-2.2453868,England,
5451,20,Gloucester,january,1324,1,20-1-1324,SO8320018600,51.865722,-2.2453868,England,
5452,21,Gloucester,january,1324,1,21-1-1324,SO8320018600,51.865722,-2.2453868,England,
5453,22,Gloucester,january,1324,1,22-1-1324,SO8320018600,51.865722,-2.2453868,England,
5454,23,Gloucester,january,1324,1,23-1-1324,SO8320018600,51.865722,-2.2453868,England,
5455,23,Berkeley,january,1324,1,23-1-1324,ST6836999238,51.691,-2.459,England,
5456,24,Gloucester,january,1324,1,24-1-1324,SO8320018600,51.865722,-2.2453868,England,
5457,25,Gloucester,january,1324,1,25-1-1324,SO8320018600,51.865722,-2.2453868,England,
5458,26,Bristol,january,1324,1,26-1-1324,ST5833772855,51.453134,-2.6009817,England,
5459,27,Iron Acton,january,1324,1,27-1-1324,ST6799283447,51.549,-2.463,England,
5460,28,Iron Acton,january,1324,1,28-1-1324,ST6799283447,51.549,-2.463,England,
5461,29,Iron Acton,january,1324,1,29-1-1324,ST6799283447,51.549,-2.463,England,
5462,30,Gloucester,january,1324,1,30-1-1324,SO8320018600,51.865722,-2.2453868,England,
5463,31,Iron Acton,january,1324,1,31-1-1324,ST6799283447,51.549,-2.463,England,
5464,1,Bristol,february,1324,2,1-2-1324,ST5833772855,51.453134,-2.6009817,England,
5465,3,Berkeley,february,1324,2,3-2-1324,ST6836999238,51.691,-2.459,England,
5466,4,Berkeley,february,1324,2,4-2-1324,ST6836999238,51.691,-2.459,England,
5467,5,Berkeley,february,1324,2,5-2-1324,ST6836999238,51.691,-2.459,England,
5468,6,Iron Acton,february,1324,2,6-2-1324,ST6799283447,51.549,-2.463,England,
5469,8,Bristol,february,1324,2,8-2-1324,ST5833772855,51.453134,-2.6009817,England,
5470,9,Berkeley,february,1324,2,9-2-1324,ST6836999238,51.691,-2.459,England,
5471,10,Iron Acton,february,1324,2,10-2-1324,ST6799283447,51.549,-2.463,England,
5472,11,Iron Acton,february,1324,2,11-2-1324,ST6799283447,51.549,-2.463,England,
5473,12,Iron Acton,february,1324,2,12-2-1324,ST6799283447,51.549,-2.463,England,
5474,12,Berkeley,february,1324,2,12-2-1324,ST6836999238,51.691,-2.459,England,
5475,18,Odiham,february,1324,2,18-2-1324,SU7410151081,51.25409,-0.93957,England,
5476,18,Newbury,february,1324,2,18-2-1324,SU4719267103,51.401,-1.323,England,
5477,22,Fulham,february,1324,2,22-2-1324,TQ2543377527,51.4828,-0.195,England,
5478,23,Fulham,february,1324,2,23-2-1324,TQ2543377527,51.4828,-0.195,England,
5479,26,Fulham,february,1324,2,26-2-1324,TQ2543377527,51.4828,-0.195,England,
5480,26,Westminster,february,1324,2,26-2-1324,TQ3016079670,51.500988,-0.12617168,England,
5481,27,Westminster,february,1324,2,27-2-1324,TQ3016079670,51.500988,-0.12617168,England,
5482,28,Westminster,february,1324,2,28-2-1324,TQ3016079670,51.500988,-0.12617168,England,
5483,29,Westminster,february,1324,2,29-2-1324,TQ3016079670,51.500988,-0.12617168,England,
5484,1,Westminster,march,1324,3,1-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5485,2,Westminster,march,1324,3,2-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5486,3,Westminster,march,1324,3,3-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5487,4,Westminster,march,1324,3,4-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5488,5,Westminster,march,1324,3,5-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5489,6,Westminster,march,1324,3,6-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5490,7,Westminster,march,1324,3,7-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5491,8,Westminster,march,1324,3,8-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5492,9,Westminster,march,1324,3,9-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5493,10,Westminster,march,1324,3,10-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5494,11,Westminster,march,1324,3,11-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5495,12,Westminster,march,1324,3,12-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5496,13,Westminster,march,1324,3,13-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5497,14,Westminster,march,1324,3,14-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5498,15,Westminster,march,1324,3,15-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5499,16,Westminster,march,1324,3,16-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5500,17,Westminster,march,1324,3,17-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5501,18,Westminster,march,1324,3,18-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5502,19,Westminster,march,1324,3,19-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5503,20,Westminster,march,1324,3,20-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5504,21,Westminster,march,1324,3,21-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5505,22,Westminster,march,1324,3,22-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5506,23,Westminster,march,1324,3,23-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5507,24,Westminster,march,1324,3,24-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5508,25,Westminster,march,1324,3,25-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5509,26,Westminster,march,1324,3,26-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5510,27,Westminster,march,1324,3,27-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5511,28,Westminster,march,1324,3,28-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5512,29,Westminster,march,1324,3,29-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5513,30,Westminster,march,1324,3,30-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5514,31,Westminster,march,1324,3,31-3-1324,TQ3016079670,51.500988,-0.12617168,England,
5515,1,Westminster,april,1324,4,1-4-1324,TQ3016079670,51.500988,-0.12617168,England,
5516,2,Westminster,april,1324,4,2-4-1324,TQ3016079670,51.500988,-0.12617168,England,
5517,4,Fulmer,april,1324,4,4-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5518,6,Fulmer,april,1324,4,6-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5519,7,Fulmer,april,1324,4,7-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5520,8,Fulmer,april,1324,4,8-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5521,9,Fulmer,april,1324,4,9-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5522,10,Fulmer,april,1324,4,10-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5523,11,Fulmer,april,1324,4,11-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5524,12,Fulmer,april,1324,4,12-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5525,13,Langley,april,1324,4,13-4-1324,TL0657302592,51.711944,-0.458889,England,
5526,14,Langley,april,1324,4,14-4-1324,TL0657302592,51.711944,-0.458889,England,
5527,15,Langley,april,1324,4,15-4-1324,TL0657302592,51.711944,-0.458889,England,
5528,16,Langley,april,1324,4,16-4-1324,TL0657302592,51.711944,-0.458889,England,
5529,17,Langley,april,1324,4,17-4-1324,TL0657302592,51.711944,-0.458889,England,
5530,18,Langley,april,1324,4,18-4-1324,TL0657302592,51.711944,-0.458889,England,
5531,19,Langley,april,1324,4,19-4-1324,TL0657302592,51.711944,-0.458889,England,
5532,20,Langley,april,1324,4,20-4-1324,TL0657302592,51.711944,-0.458889,England,
5533,21,Langley,april,1324,4,21-4-1324,TL0657302592,51.711944,-0.458889,England,
5534,22,Langley,april,1324,4,22-4-1324,TL0657302592,51.711944,-0.458889,England,
5535,23,Langley,april,1324,4,23-4-1324,TL0657302592,51.711944,-0.458889,England,
5536,24,Langley,april,1324,4,24-4-1324,TL0657302592,51.711944,-0.458889,England,
5537,26,Langley,april,1324,4,26-4-1324,TL0657302592,51.711944,-0.458889,England,
5538,27,Fulmer,april,1324,4,27-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5539,28,Fulmer,april,1324,4,28-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5540,29,Fulmer,april,1324,4,29-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5541,30,Fulmer,april,1324,4,30-4-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5542,1,Fulmer,may,1324,5,1-5-1324,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
5543,2,Sheen,may,1324,5,2-5-1324,TQ2055375318,51.464,-0.266,England,
5544,3,Westminster,may,1324,5,3-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5545,4,Westminster,may,1324,5,4-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5546,5,Westminster,may,1324,5,5-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5547,6,Westminster,may,1324,5,6-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5548,7,Westminster,may,1324,5,7-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5549,8,Westminster,may,1324,5,8-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5550,9,Westminster,may,1324,5,9-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5551,10,Tower of London,may,1324,5,10-5-1324,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5552,10,Westminster,may,1324,5,10-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5553,11,Westminster,may,1324,5,11-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5554,12,Westminster,may,1324,5,12-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5555,13,Tower of London,may,1324,5,13-5-1324,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5556,14,Tower of London,may,1324,5,14-5-1324,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5557,15,Tower of London,may,1324,5,15-5-1324,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5558,16,Tower of London,may,1324,5,16-5-1324,TQ3360080600,51.508544,-0.076289153,England,Appears as Tower
5559,18,Westminster,may,1324,5,18-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5560,19,Westminster,may,1324,5,19-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5561,20,Westminster,may,1324,5,20-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5562,28,Westminster,may,1324,5,28-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5563,29,Westminster,may,1324,5,29-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5564,30,Westminster,may,1324,5,30-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5565,31,Westminster,may,1324,5,31-5-1324,TQ3016079670,51.500988,-0.12617168,England,
5566,1,Westminster,june,1324,6,1-6-1324,TQ3016079670,51.500988,-0.12617168,England,
5567,2,Westminster,june,1324,6,2-6-1324,TQ3016079670,51.500988,-0.12617168,England,
5568,3,Westminster,june,1324,6,3-6-1324,TQ3016079670,51.500988,-0.12617168,England,
5569,4,Westminster,june,1324,6,4-6-1324,TQ3016079670,51.500988,-0.12617168,England,
5570,5,Westminster,june,1324,6,5-6-1324,TQ3016079670,51.500988,-0.12617168,England,
5571,6,Westminster,june,1324,6,6-6-1324,TQ3016079670,51.500988,-0.12617168,England,
5572,7,Westminster,june,1324,6,7-6-1324,TQ3016079670,51.500988,-0.12617168,England,
5573,8,Westminster,june,1324,6,8-6-1324,TQ3016079670,51.500988,-0.12617168,England,
5574,9,Westminster,june,1324,6,9-6-1324,TQ3016079670,51.500988,-0.12617168,England,
